,question,relevant_documents_from_dense_retrieval
93,"כיצד מתמודדת התכנית עם תחום אנרגיה, מים וטכנולוגיות מתקדמות?","[Document(id='df9c8b28-8958-457f-95f3-d43b3696d965', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='ת השפעת פעילותם.ן על קידום הציוויליזציה.\nתוכנית הלימודים עוסקת במגוון תחומים הכוללים הנדסת מבנים ותשתיות, גיאומכניקה, חומרי בנייה, ניהול\nהבנייה, היערכות לאירועי קיצון, הנדסת מערכות מים, בנייה מכוונת אקלים, ובקרת זיהום אוויר. בפני בוגרי\nהתואר הראשון יעמדו �')]"
94,מדוע חשוב רקע בביוכימיה במסלול ביו-חומרים של הנדסה כימית?,"[Document(id='da8cdb44-fc5f-4d56-bcd9-dbb5c61f42d2', metadata={'source': '369-2025.pdf', 'start_index': 1002}, page_content='רבע שנות הלימוד לתואר מהנדס ביוטכנולוגיה מאפשרות לתלמידים ללמוד\nשילוב ייחודי של קורסים בסיסים במדעי ההנדסה, ביולוגיה, כימיה ופיסיקה ואחר-כך, קורסים מתקדמים\nבהנדסת ביוטכנולוגיה הכוללים: הנדסה גנטית,ביוראקטורים והפרדת חלבונים, תרביות תאים, כמו גם אתיקה\nומ'), Document(id='fb94d102-a0f0-48c6-8928-e1bd46cbfa72', metadata={'source': '363-2025.pdf', 'start_index': 0}, page_content='המחלקה להנדסה כימית\nרקע כללי 2\nחברי הסגל האקדמי 4\nתכנית לימודים לתואר ראשון לפי סמסטרים 5\nמסלול לתואר כפול - כימיה והנדסה כימית: ננוטכנולוגיה 15\nלימודים לתואר שני 22\n1\n רקע כללי\nתכנית הלימודים במחלקה להנדסה כימית מקנה לבוגריה הכשרה בסיסית רחבה בתחום הנדסת\n'), Document(id='bf36faac-cf9d-4d3a-95a1-9dbc9360ece4', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='כנית לימודים לתואר שני בהנדסה סביבתית\nהמחלקה להנדסה אזרחית וסביבתית מציעה תוכנית לתואר שני בהנדסה סביבתית המיועדת לבוגרי.ות תואר\nראשון בהנדסה במגוון תחומים )כגון הנדסת בניין, הנדסה כימית, הנדסת ביוטכנולוגיה, הנדסת מכונות,\nהנדסת חומרים ועוד(, �'), Document(id='12ad0220-30bf-4141-8d13-d0b7e1dc55de', metadata={'source': '367-2025.pdf', 'start_index': -1}, page_content='אר ראשון.\n2 הקורס ניתן בשפה האנגלית. נא לבדוק עם מרצה/ת הקורס בתחילת השנה .\n10\n אשכול ביומכניקה ורובוטיקה\nקורסים מקבוצה 1: מעבדה בביומכניקה, חוזק חומרים להנדסה ביורפואית, מעבר חום וחומר 1 ומבוא לרובוטיקה\nויישומים להנדסה ביורפואית .\nקורסים מקבוצה 2: מכניקה של �'), Document(id='a9d259ee-a386-4d65-a3ab-06f5b35b662a', metadata={'source': '367-2025.pdf', 'start_index': 12009}, page_content=' האנגלית. נא לבדוק עם מרצה/ת הקורס בתחילת השנה .\n9\n אשכול ביוחומרים, ביואלקטרוניקה והנדסת רקמות\nקורסי החובה באשכול (קבוצה 1): מעבדה בביוחומרים וביואלקטרוניקה, ביוחומרים, ביואלקטרוכימיה, מעבר חום\nוחומר 1 ומכניקה של תאים.\nקורסים מקבוצה 2: ביו סנסורים ומערכות מ')]"
95,מהן אפשרויות המחקר במסלול בדגש למחקר בהנדסה כימית?,"[Document(id='93407c37-f3df-4123-9ab9-4b3f0529b040', metadata={'source': '367-2025.pdf', 'start_index': 20627}, page_content=' וביקורתית ולהצמחת דור חדש של חוקרים. קיימות במחלקה אפשרויות מגוונות להשתלבות ועיסוק\nבמחקר במסגרת לימודי המוסמכים.\nלימודי התואר השני בהנדסה ביורפואית מיועדים להעמיק את הידע ההנדסי והרפואי, לאפשר לתלמידים/ות\nלהגדיר בעיה מחקרית ולבצע עבודת מחקר מקורית בהנח'), Document(id='ddb3cf80-cb80-49ad-81d4-726a948f1156', metadata={'source': '362-2025.pdf', 'start_index': 61463}, page_content='ורסים המרכיבים את המסלול לבקרה ומכטרוניקה בלימודים\nלקראת תואר ראשון במחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב. לכל מועמד תקבע תוכנית השלמה\nבהתאם לרקע הקודם שלו. קורסי ההשלמה אינם מזכים את הסטודנטים בנק""ז לתואר שני.\nב. קורסי חובה\nאשכול 1 – כללי\n')]"
96,כיצד נוצרת נקודת המפגש בין כימיה להנדסה כימית בנושא ננוטכנולוגיה?,"[Document(id='2faab980-c23a-4c34-be7d-5d44adaee7e8', metadata={'source': '365-2025.pdf', 'start_index': -1}, page_content='רחבים. כתוצאה מכך שיתוף הפעולה בין חוקרים משני התחומים הולך וגובר בחקר תופעות כגון חומרים\nמורכבים, תכונות מכאניות וחשמליות של חומרים, תהליכי ייצור ועוד. מטרת התוכנית היא להכשיר מהנדסים\nבשני התחומים ולהעניק להם רקע איתן בהנדסת מכונות וחומרים על מנת שיו�'), Document(id='bc53ed47-1f92-495a-9e82-330bbe4afe41', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='רים קרמיים\n36513491 בחירת חומרים\nמסלול התמחות 9: אנרגיה גרעינית\nמסלול אנרגיה גרעינית הינו מסלול התמחות משותף למחלקה להנדסת מכונות ולמחלקה להנדסה גרעינית.\nהמסלול הוכן על מנת לענות לצורך עדכני בישראל ובעולם להכשרת מהנדסים, מדענים וחוקרים לעיסוק\nבנושאי אנר�'), Document(id='037ec017-352c-41bc-99ce-e439f16504e0', metadata={'source': '362-2025.pdf', 'start_index': 17291}, page_content='36214754 דינמיקה ואוירודינמיקה של כלי טייס\nמסלול התמחות 4: מערכות תרמיות\nבמסלול זה נחשפים התלמידים לתחום האנרגיה, שהוא אחד התחומים הקלאסיים וגם האקטואליים ביותר\nבהנדסת מכונות. בהתאם לכך, המסלול מתבסס על הידע שנרכש בקורסי החובה, בעיקר בתרמודינמיקה\nומעבר חום, ומקנ')]"
97,אילו קורסי ליבה עוסקים בתרמודינמיקה וריאקטורים כימיים?,[]
98,מהו משך הלימודים ומספר נקודות הזכות הנדרש לתואר בוגר בהנדסה כימית?,"[Document(id='ddb3cf80-cb80-49ad-81d4-726a948f1156', metadata={'source': '362-2025.pdf', 'start_index': 61463}, page_content='ורסים המרכיבים את המסלול לבקרה ומכטרוניקה בלימודים\nלקראת תואר ראשון במחלקה להנדסת מכונות באוניברסיטת בן-גוריון בנגב. לכל מועמד תקבע תוכנית השלמה\nבהתאם לרקע הקודם שלו. קורסי ההשלמה אינם מזכים את הסטודנטים בנק""ז לתואר שני.\nב. קורסי חובה\nאשכול 1 – כללי\n')]"
99,כיצד משתלבת חשיבה ירוקה בעיצוב מוצרים ותהליכים כימיים?,"[Document(id='05c91f2a-eba8-4df9-9a53-f3cd7ef61b8c', metadata={'source': '378-2025.pdf', 'start_index': -1}, page_content='�יומסה(. מטרת התוכנית היא\nלתת לבוגריה מגוון כלים לבחירה, הפקה, פיקוח, ותפעול שו תף של אנרגיה ממקורות שונים. בנוסף, שמה התוכנית\nדגש על הנושא של חסכון אנרגטי וההתייעלות האנרגטית בבניה ובתעשייה ,תכן מרכזי אנרגיה ושילובים של אתגר\nהאנרגיה עם שני אתגרים גדו'), Document(id='bdc3c62f-7772-45ca-ae04-a300330efb03', metadata={'source': '374-2025.pdf', 'start_index': 4384}, page_content='פעלה, בטיחות וקיימות של הסביבה הבנויה וכי חובה לשלבם תחת מסגרת אקדמית מתכללת. בניינים,\nמתקנים בנויים ותשתיות הנדסיות קשורים בשיקולים סביבתיים ומשפיעים על הסביבה הפיסית ועל\nהמשתמשים.ות בהם החל משלב הקמתם, לאורך חיי השירות ועד סיום מחזור חייהם התפקודי. זיקה זו\nמת'), Document(id='5cdc014d-8a76-4b81-8766-bcdf553bdb10', metadata={'source': '378-2025.pdf', 'start_index': 925}, page_content='\nהתחבורה תעבור לשימושב דלקים שלא מכילים פחמן.\nתכנית הלימודים בהנדסת אנרגיה מכשירה את המהנדסים של מחר להתמודדות עם אתגרים קיימים וחדשים של\nשימוש במקורות אנרגיה מתכלים )פחם, נפט, גז, גרעין( ומתחדשים )שמש, מים, רוח, ביומסה(. מטרת התוכנית היא\nלתת לבוגריה מגוון')]"
100,מהו מקצוע הנדסת תעשייה וניהול וכיצד הוא מוגדר במסמך?,[]
101,מהם האתגרים המרכזיים שמולם ניצבים מהנדסי תעשייה וניהול בעולם המודרני?,[]
102,מהם הכישורים הנדרשים ממהנדס תעשייה וניהול לפי הטקסט?,[]
103,מהו חזון המחלקה להנדסת תעשייה וניהול ויעדיה?,[]
104,מה כוללות תכניות הלימוד במחלקה?,[]
105,מה מטרת המחלקה להנדסת תעשייה וניהול ביחס למקצועיות הסטודנטים?,"[Document(id='599b85c7-8a79-4815-887a-2b0cde718daa', metadata={'source': '373-2025.pdf', 'start_index': 849}, page_content='חלקה להנדסת מערכות תוכנה ומידע ומופיעה\nבאופן זהה בשנתון של הפקולטה למדעי הטבע והפקולטה למדעי ההנדסה. הלימודים מתקיימים לפי שיטת\nהצבירה, שמטרתה לאפשר לסטודנט להתקדם לקראת התואר בקצב המתאים ליכולתו. עם זאת, תכנית\nהלימודים מובנית ולרוב הקורסים נדרש')]"
106,מה כולל מבנה לימודי התואר הראשון בהנדסת תעשייה וניהול?,"[Document(id='18379726-53d6-4496-88a3-a65bfe22eec7', metadata={'source': '364-2025.pdf', 'start_index': 5558}, page_content='ישות גבוהות ושילוב תכנים חדשניים המשקפים את התפתחותו המהירה של המקצוע .\n2\n תכניות הלימוד במחלקה\nמידע מפורט נוסף על תכניות הלימודים השונות במחלקה מוצג בהמשך מסמך זה .\nלימודי התואר הראשון\nתוכנית הלימודים הארבע -שנתית לתואר ראשון ).B.Sc( בהנדסת תעשייה וניהול מיוע')]"
107,מדוע מדגישים את הגמישות בבחירת קורסים וסדר הלימוד בתוכנית?,"[Document(id='fcab6516-794e-4ba6-a597-cbe7b8cc3a73', metadata={'source': '383-2025.pdf', 'start_index': -1}, page_content='� ללמוד את כל הקורסים בלוח\nזמנים קשיח. הקורסים הם ייחודיים לתכנית להנדסת מערכות. העבודה בפרויקט הגמר ובסמינר החקר בקבוצות\nקטנות )3-4 סטודנטים(. נדרשת חובת השתתפות מלאה בקורסים כדי לאפשר אינטראקציה, דיונים ומשוב.\nבשאיפה נרצה לקיים את התוכנית בימי חמישי ב')]"
108,מה הנפח הנקוב של נקודות זכות הנדרש להשלים לתואר?,[]
109,מהם סוגי הקורסים העיקריים בלימודי התואר הראשון לפי הטבלה?,[]
110,מה כוללת המחלקה להנדסת מכונות באוניברסיטת בן גוריון?,"[Document(id='7ed07d1a-0387-4f6e-8d9e-3a30363e579a', metadata={'source': '378-2025.pdf', 'start_index': 4343}, page_content='עוניינים להמשיך לתואר שלישי תחת הנחיית אותו המנחה. פרטים נוספים לגבי מסלול משולב\nלדוקטורט ניתן לקבל בבית הספר ללימודי מחקר מתקדמיםע""ש קרייטמן.\nסגל הוראה\nהתוכנית היא אחת מתוכניות הלימוד של המחלקה להנדסת מכונות. סגל הוראה כולל אנשי סגל של המחלקה להנדסת'), Document(id='ec0943c5-2010-4086-b0b7-6a5d03b65d9e', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ר במדעים ).B.Sc( בהנדסת מערכות תקשורת\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת מערכות תקשורת היא אחת התכניות במסגרת ביה""ס להנדסת חשמל\nומחשבים באוניברסיטת בן-גוריון בנגב .\nמערכות מיחשוב ומידע הפכו זה מכבר למרכיב בלתי נפרד מן החיים המודרנים. מע')]"
111,מהו תפקידו המרכזי של מהנדס המכונות?,"[Document(id='6f092779-f0da-4cb8-aee9-127b0b650908', metadata={'source': '374-2025.pdf', 'start_index': -1}, page_content='�רנית תוך שימוש באלמנטים סופיים ובמחשב. ממהנדס.ת המבנים נדרשת\nיכולת המאפשרת לו.ה לבצע סינתזה של כל הידע שרכש.ה כדי לתכנן בפועל מבנים שונים .\nתחום ניהול הבנייה מבוסס על אינטראקציה של מערכות שירות שונות, הדורשת ידע בסיסי בהנדסת מבנים\nוידע בניהול הבנייה. ה�'), Document(id='df2b7ef3-fabe-4f8b-bd9e-77335f300845', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�לק מהתחומים המגוונים שמהנדס מחשבים יכול לעסוק בהם בעתיד – הם במחקר והן בתעשיה. בנוסף,\nבסמסטר השביעי והשמיני בוחר התלמיד בפרויקט הנדסי שמטרתו לאפשר לתלמיד ליישם ולשכלל את הידע שרכש\nואת הכישורים שפיתח לפתרון בעיה הנדסית בצורה מודרכת ומונחית .\nהחל משנ')]"
112,כיצד מורכבת תכנית הלימודים לתואר ראשון בהנדסת מכונות?,[]
113,איזו הכשרה בסיסית מקבלים הסטודנטים בשתי שנות הלימוד הראשונות?,"[Document(id='31060e60-b7f4-41a9-90b7-58721d25e650', metadata={'source': '362-2025.pdf', 'start_index': -1}, page_content='� לתפקידי ניהול פרויקטים וניהול כללי בתעשייה.\nמבנה תכנית הלימודים\nתכנית הלימודים לתואר ראשון (.B.Sc) מקנה לבוגרים את התואר מהנדס. משך הלימודים המקובל לתואר ראשון\nהוא ארבע שנים. הלימודים משלבים הרצאות, תרגולים, מעבדות ופרויקטים. התכנית מספקת בסיס רחב המקנה\nלתלמיד')]"
114,כיצד בנויות השנים המתקדמות בלימודי הנדסת מכונות?,[]
115,מהו פרויקט הגמר בלימודי הנדסת מכונות?,[]
116,אילו תחומי מחקר והתמחות קיימים בקרב חברי הסגל במחלקה?,"[Document(id='12874d79-e215-4096-8761-f0fdcaa024ec', metadata={'source': '369-2025.pdf', 'start_index': 1642}, page_content=' על מחקר במעבדות המחלקה בהנחיית חברי הסגל. מהתלמידים נדרשת עבודת מחקר ברמה גבוהה\nהמתפרסמת בכתבי עת מובילים בתחום. מבחר נושאי המחקר במחלקה רחב ביותר, ומתמקד באלו הנחשבים\nלטכנולוגיות העילית שבביוטכנולוגיה, כגון: הנדסת רקמות ותאי גזע, ביו-חומרים חכמים, בי')]"
117,כיצד מתבטאת ההתנסות המעשית במסגרת הלימודים?,"[Document(id='7161c410-3bf3-4768-833c-91c6b049b0ee', metadata={'source': '372-2025.pdf', 'start_index': -1}, page_content='�טטיסטיקה ועוד. החל מהשנה\nהשנייה התכנית כוללת מגוון רחב של קורסים בתחום של הנדסת מערכות מידע ותוכנה. השנה הרביעית כוללת\nמגוון של קורסי בחירה במערכות מידע וכן פרויקט מסכם שנתי שבו נדרש התלמיד לבצע עבודה מקיפה\nואינטגרטיבית. המחלקה מעודדת את הסטוד�')]"
118,מה נדרש מכל תלמיד לצבור כדי להשלים את התואר בהנדסת מכונות?,"[Document(id='494f900e-2037-458e-aabc-d301407efdc8', metadata={'source': '361-2025.pdf', 'start_index': 46394}, page_content='ו. השתתפות בחלק מן המעבדות מותנית במקצוע בחירה אחד אותו\nיש ללמוד לפני המעבדה.\n4. מקצוע ליבה\nמקצוע המקנה לתלמיד ידע בשטחים שונים של הנדסת חשמל ומחשבים.\nעל מנת להשלים את לימודיו, חייב כל תלמיד בלימוד של אחד מקורסי ליבה מתוך הרשימה מטה.\n5. פרויקט הנדסי\nה'), Document(id='f36352a5-6e17-4915-a25f-accb107d4a5c', metadata={'source': '361-2025.pdf', 'start_index': 131401}, page_content=' לא ניתן לעבור למסלול ללא עבודת גמר.\n93\n 12. לא ניתן לצאת לחופשת לימודים במהלך השנה הראשונה לתואר.\nחזרה מתוכנית מית""ר למסלול רגיל לתואר ראשון\nתלמיד מתוכנית מית""ר להנדסה יוכל בכל שלב לוותר על התוכנית ולחזור למסלול לימודים רגיל\nלתואר ראשון, בתנאי שטרם השלים את הדרישו')]"
119,מהו האופי הייחודי של בית הספר להנדסת חשמל ומחשבים?,"[Document(id='2121f787-f6b9-4191-a453-b7ad6990eb36', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�קדמית, והן בתעשיית ההייטק .\nמטרת בית הספר להנדסת חשמל ומחשבים היא כפולה. מחד, ביה""ס מכשיר מהנדסים בעלי רקע בסיסי במדעי\nהיסוד ובמקצועות היסוד בתחומי הנדסת החשמל, הנדסת המחשבים, והנדסת מערכות התקשורת. הרקע\nהבסיסי הוא חיוני כדי לאפשר למהנדס להתמוד'), Document(id='1edf2272-0330-4b0b-a051-b6782f85fcf0', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ת זהות\nבית הספר להנדסת חשמל ומחשבים הוא מסגרת ייחודית בנוף ההנדסה במדינת ישראל. בית הספר מאגד\nבמסגרתו מספר תכניות לימודים לתואר ראשון, כמו גם מספר תכניות לימודים לתארים מתקדמים )שני ושלישי(,\nהמספקים לסטודנטים רוחב יריעה, מגוון אפשרויות, והכרות נרחבת �'), Document(id='c1ec31e2-97fb-4b94-8173-8c4a94415125', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�ארי. .B.Sc: הנדסת חשמל ומחשבים, הנדסת חשמל ומחשבים עם\nהתמחות במתמטיקה, הנדסת מחשבים והנדסת מערכות תקשורת. לכל אחד מהתארים הנ""ל יש מסלולי לימוד\nשיפורטו בהמשך. הלימודים לתואר שני ושלישי במסגרת בית הספר מתקיימים במסגרת שלושה חוגים: החוג\nלהנדסת חשמל ומחשבים, ה'), Document(id='87b57f49-f25b-4e42-bdec-2092b92042f3', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�וגר במדעים (.B.Sc) בהנדסת חשמל ומחשבים\nרקע כללי\nתכנית הלימודים לתואר בוגר במדעים בהנדסת חשמל ומחשבים היא אחת התכניות במסגרת ביה""ס להנדסת\nחשמל ומחשבים באוניברסיטת בן-גוריון בנגב . העבודה בתעשיית ההיטק דורשת מהמהנדס גמישות מחשבתית\nויכולת להבין ולהתמודד עם נ'), Document(id='42aed290-c8ed-4a4f-9553-9d4378763ee7', metadata={'source': '361-2025.pdf', 'start_index': -1}, page_content='�שענת על היכולת להכשיר\nמהנדסים בעלי ראייה נרחבת בתחומים אלו.\nתכנית הלימודים לתואר הראשון ).B.Sc( בהנדסת מערכות תקשורת כוללת שנה ראשונה של לימודי יסוד המשותפת\nלכלל תלמידי ביה""ס להנדסת חשמל ומחשבים, ועיקרה קורסי יסוד במתמטיקה, פיזיקה, מדעי המחשב, הנדסת\nחשמל, וה�'), Document(id='7ed6a4de-28d2-467c-9bdb-533818ecd8e9', metadata={'source': '361-2025.pdf', 'start_index': 2542}, page_content=' השונות, את ההבדלים ביניהן, ואת הייחודיות של כל תכנית.\nהחל משנת הלימודים השניה מתחילים הסטודנטים להתמקד בתכנים ספציפיים בהתאם לתכנית הלימודים בה\nהם לומדים; )1( בתכנית להנדסת חשמל ומחשבים הדגשים הם על תחומים כגון הספק ואנרגיה, אלקטרומגנטיות\nומיקרוגלים')]"
